WELL_ID,DATE,BFPD,BOPD,BWPD,MSCF,BSW,GOR(MSFC/BPPD),GLR(SCF/BFPD),API,FREC(Hz),PIP(PSI),PROF_INTAKE,AMPERAGE,PUMP,PSI_CAB
DEEPWATER-LQB3RR,25/10/2016,547.0,492.3,54.7,41.35,10.0,83.99,75.59,17.0,,,,,ESP-100,60.0
DEEPWATER-LQB3RR,25/1/2019,374.0,29.92,344.08,2.51,92.0,83.89,6.71,17.0,65.0,1360.0,9738.0,34.0,ESP-099,80.0
DEEPWATER-LQB3RR,24/5/2018,625.0,250.0,375.0,21.0,60.0,84.0,33.6,17.0,66.0,,9741.0,25.0,ESP-109,150.0
DEEPWATER-LQB3RR,24/3/2016,616.58,572.89,43.69,40.6,7.08,70.55,0.0,15.6,55.0,612.43,,42.0,ESP-100,111.67
DEEPWATER-LQB3RR,24/11/2016,494.0,444.6,49.4,37.35,10.0,84.01,75.61,17.0,,,,,ESP-100,60.0
DEEPWATER-LQB3RR,24/10/2016,547.0,492.3,54.7,41.35,10.0,83.99,75.59,17.0,,,,,ESP-100,60.0
DEEPWATER-LQB3RR,23/8/2016,546.0,491.4,54.6,41.2,10.0,83.84,75.46,17.0,,,,,ESP-100,50.0
DEEPWATER-LQB3RR,23/7/2018,712.0,249.2,462.8,20.93,65.0,83.99,29.4,17.0,66.0,912.0,9741.0,27.0,ESP-109,100.0
DEEPWATER-LQB3RR,23/5/2019,730.0,7.3,722.7,0.61,99.0,83.56,0.84,17.0,130.0,689.0,9131.0,17.0,ESP-414,140.0
DEEPWATER-LQB3RR,23/12/2018,943.0,84.87,858.13,7.13,91.0,84.01,7.56,17.0,51.0,1152.0,9738.0,27.0,ESP-099,85.0
DEEPWATER-LQB3RR,22/6/2019,743.0,37.15,705.85,3.12,95.0,83.98,4.2,17.0,130.0,690.0,9131.0,17.0,ESP-414,130.0
DEEPWATER-LQB3RR,22/3/2019,1155.03,71.13,1083.9,3.53,93.84,49.69,0.0,16.8,,,,,ESP-100,103.98
DEEPWATER-LQB3RR,22/2/2016,498.0,448.2,49.8,23.81,10.0,53.12,47.81,17.0,,,,,ESP-100,45.0
DEEPWATER-LQB3RR,22/12/2018,1189.0,107.01,1081.99,8.99,91.0,84.01,7.56,17.0,51.0,1173.0,9738.0,27.0,ESP-099,102.0
DEEPWATER-LQB3RR,21/6/2018,710.0,262.7,447.3,22.07,63.0,84.01,31.08,17.0,66.0,912.0,9741.0,30.0,ESP-109,100.0
DEEPWATER-LQB3RR,20/9/2019,750.0,52.5,697.5,4.41,93.0,84.0,5.88,17.0,130.0,,9131.0,18.0,ESP-414,125.0
DEEPWATER-LQB3RR,20/8/2019,740.0,51.8,688.2,4.36,93.0,84.17,5.89,17.0,130.0,1453.0,9131.0,17.0,ESP-414,120.0
DEEPWATER-LQB3RR,20/8/2018,760.0,197.6,562.4,16.6,74.0,84.01,21.84,17.0,66.0,500.0,9741.0,28.0,ESP-109,90.0
DEEPWATER-LQB3RR,20/7/2019,743.0,52.01,690.99,4.37,93.0,84020.0,5880.0,17.0,130.0,723.0,9131.0,18.0,ESP-414,130.0
DEEPWATER-LQB3RR,20/5/2018,619.0,247.6,371.4,20.8,60.0,84.01,33.6,17.0,66.0,769.0,9741.0,26.0,ESP-109,150.0
DEEPWATER-LQB3RR,20/5/2018,597.88,356.33,241.54,9.32,40.4,26.17,0.0,16.13,62.9,,,24.5,ESP-100,18.73
DEEPWATER-LQB3RR,20/4/2019,1402.0,14.02,1387.98,1.18,99.0,84.17,0.84,17.0,142.0,203.0,9131.0,25.0,ESP-414,80.0
DEEPWATER-LQB3RR,20/2/2016,496.0,446.4,49.6,22.32,10.0,50.0,45.0,17.0,,,,,ESP-100,80.0
DEEPWATER-LQB3RR,2/10/2016,503.0,452.7,50.3,37.97,10.0,83.87,75.49,17.0,,,,,ESP-100,55.0
DEEPWATER-LQB3RR,19/9/2019,750.0,52.5,697.5,4.41,93.0,84.0,5.88,17.0,130.0,,9131.0,18.0,ESP-414,125.0
DEEPWATER-LQB3RR,19/5/2018,619.0,247.6,371.4,20.8,60.0,84.01,33.6,17.0,64.0,922.0,9741.0,26.0,ESP-109,50.0
DEEPWATER-LQB3RR,19/4/2019,1202.0,12.02,1189.98,1.01,99.0,84.03,0.84,17.0,142.0,203.0,9131.0,25.0,ESP-414,80.0
DEEPWATER-LQB3RR,19/3/2019,1247.0,12.47,1234.53,1.05,99.0,84.2,0.84,17.0,142.0,241.0,9131.0,24.0,ESP-414,50.0
DEEPWATER-LQB3RR,19/11/2016,498.0,448.2,49.8,37.65,10.0,84.0,75.6,17.0,,,,,ESP-100,60.0
DEEPWATER-LQB3RR,18/6/2019,740.75,50.68,690.08,8.38,93.16,165.91,0.0,16.8,,,,,ESP-100,107.15
DEEPWATER-LQB3RR,17/5/2018,847.0,203.28,643.72,17.08,76.0,84.02,20.17,17.0,58.0,1173.0,9741.0,25.0,ESP-109,83.0
DEEPWATER-LQB3RR,17/3/2019,1190.0,11.9,1178.1,1.66,99.0,139.5,1.39,17.0,140.0,335.0,9131.0,22.0,ESP-414,50.0
DEEPWATER-LQB3RR,16/3/2019,1176.0,11.76,1164.24,1.66,99.0,141.16,1.41,17.0,140.0,347.0,9131.0,23.0,ESP-414,50.0
DEEPWATER-LQB3RR,16/10/2016,532.0,478.8,53.2,40.22,10.0,84.0,75.6,17.0,,,,,ESP-100,60.0
DEEPWATER-LQB3RR,15/8/2018,757.0,196.82,560.18,16.53,74.0,83.99,21.84,17.0,66.0,998.0,9741.0,29.0,ESP-109,90.0
DEEPWATER-LQB3RR,15/3/2019,985.0,19.7,965.3,1.66,98.0,84.26,1.69,17.0,136.0,508.0,9131.0,22.0,ESP-414,50.0
DEEPWATER-LQB3RR,14/9/2018,973.0,252.98,720.02,21.25,74.0,84.0,21.84,17.0,67.0,441.0,9741.0,29.0,ESP-109,80.0
DEEPWATER-LQB3RR,14/9/2016,501.0,450.9,50.1,37.88,10.0,84.01,75.61,17.0,,,,,ESP-100,50.0
DEEPWATER-LQB3RR,14/6/2018,668.0,247.16,420.84,20.76,63.0,83.99,31.08,17.0,66.0,912.0,9741.0,27.0,ESP-109,100.0
DEEPWATER-LQB3RR,14/3/2019,850.0,17.0,833.0,1.43,98.0,84.12,1.68,17.0,132.0,672.0,9131.0,20.0,ESP-414,50.0
DEEPWATER-LQB3RR,14/3/2016,496.0,446.4,49.6,37.5,10.0,84.01,75.6,17.0,,,,,ESP-100,50.0
DEEPWATER-LQB3RR,14/10/2016,518.0,466.2,51.8,39.16,10.0,84.0,75.6,17.0,,,,,ESP-100,50.0
DEEPWATER-LQB3RR,13/3/2019,1500.0,30.0,1470.0,3.2,98.0,106.67,2.13,17.0,130.0,737.0,9131.0,22.0,ESP-414,100.0
DEEPWATER-LQB3RR,13/2/2016,496.0,446.4,49.6,22.35,10.0,50.07,45.06,17.0,,,,,ESP-100,80.0
DEEPWATER-LQB3RR,12/9/2019,742.0,51.94,690.06,4.36,93.0,83.94,5.88,17.0,130.0,,9131.0,18.0,ESP-414,125.0
DEEPWATER-LQB3RR,12/7/2019,743.0,52.01,690.99,4.37,93.0,84.02,5.88,17.0,130.0,705.0,9131.0,18.0,ESP-414,128.0
DEEPWATER-LQB3RR,12/6/2019,747.83,52.34,695.49,8.04,93.0,154.08,0.0,16.8,,,,,ESP-100,99.56
DEEPWATER-LQB3RR,12/6/2018,857.67,324.59,533.08,13.09,62.15,40.33,0.0,16.4,,,,,ESP-100,87.58
DEEPWATER-LQB3RR,12/4/2019,1155.0,11.55,1143.45,0.97,99.0,83.98,0.84,17.0,142.0,224.0,9131.0,24.0,ESP-414,50.0
DEEPWATER-LQB3RR,12/3/2019,1500.0,30.0,1470.0,3.2,98.0,106.67,2.13,17.0,130.0,737.0,9131.0,22.0,ESP-414,100.0
DEEPWATER-LQB3RR,12/1/2019,335.56,25.95,309.62,3.7,92.23,153.83,0.0,16.0,,,,,ESP-100,123.3
DEEPWATER-LQB3RR,11/7/2016,495.0,445.5,49.5,37.42,10.0,84.0,75.6,17.0,,,,,ESP-100,50.0
DEEPWATER-LQB3RR,11/6/2018,640.0,236.8,403.2,19.89,63.0,83.99,31.08,17.0,66.0,912.0,9741.0,29.0,ESP-109,110.0
DEEPWATER-LQB3RR,10/8/2019,743.0,52.01,690.99,4.37,93.0,84.02,5.88,17.0,130.0,,9131.0,18.0,ESP-414,125.0
DEEPWATER-LQB3RR,10/6/2019,743.0,37.15,705.85,3.12,95.0,83.98,4.2,17.0,130.0,690.0,9131.0,17.0,ESP-414,130.0
DEEPWATER-LQB3RR,10/6/2018,640.0,236.8,403.2,19.89,63.0,84.0,31.08,17.0,66.0,912.0,9741.0,29.0,ESP-109,110.0
DEEPWATER-LQB3RR,10/5/2019,730.0,7.3,722.7,0.61,99.0,83.56,0.84,17.0,130.0,672.0,9131.0,17.0,ESP-414,100.0
DEEPWATER-LQB3RR,10/4/2016,496.0,446.4,49.6,37.5,10.0,84.01,75.6,17.0,,,,,ESP-100,50.0
DEEPWATER-LQB3RR,10/11/2018,1029.0,226.38,802.62,19.02,78.0,84.02,18.48,17.0,69.0,307.0,9741.0,33.0,ESP-109,30.0
DEEPWATER-LQB3RR,1/10/2018,974.0,253.24,720.76,21.27,74.0,83.99,21.84,17.0,67.0,441.0,9741.0,31.0,ESP-109,80.0
DEEPWATER-LSHIAK,9/8/2019,812.0,406.0,406.0,34.1,50.0,83.99,42.0,17.2,133.5,834.0,9626.0,36.0,ESP-048,20.0
DEEPWATER-LSHIAK,9/5/2021,861.44,95.09,766.36,14.8,88.96,155.78,0.0,17.7,,,,,ESP-100,138.94
DEEPWATER-LSHIAK,9/3/2021,1410.0,253.8,1156.2,20.99,82.0,82.7,14.89,16.9,58.0,493.0,9099.0,64.4,ESP-411,70.0
DEEPWATER-LSHIAK,8/4/2021,826.0,148.68,677.32,12.49,82.0,84.01,15.12,16.9,54.0,706.0,9099.0,58.0,ESP-411,80.0
DEEPWATER-LSHIAK,8/11/2020,1093.04,325.85,767.19,18.46,70.18,56.72,0.0,,,,,,ESP-100,14.55
DEEPWATER-LSHIAK,8/1/2021,1410.0,267.9,1142.1,22.5,81.0,83.99,15.96,17.0,57.0,582.0,9099.0,65.0,ESP-411,70.0
DEEPWATER-LSHIAK,8/1/2019,796.67,639.52,157.16,46.83,19.72,73.23,0.0,17.0,,,,,ESP-100,83.35
DEEPWATER-LSHIAK,7/1/2019,797.0,669.48,127.52,56.24,16.0,84.01,70.56,17.2,131.0,539.0,,31.0,ESP-048,58.0
DEEPWATER-LSHIAK,6/5/2021,846.0,109.98,736.02,9.24,87.0,84.02,10.92,16.9,54.0,718.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,6/3/2021,1388.0,249.84,1138.16,20.99,82.0,84.01,15.12,16.9,57.0,552.0,9099.0,64.0,ESP-411,70.0
DEEPWATER-LSHIAK,6/1/2019,800.57,641.65,158.92,49.99,19.85,77.91,0.0,16.95,,,,,ESP-100,89.8
DEEPWATER-LSHIAK,5/5/2019,736.0,515.2,220.8,43.28,30.0,84.01,58.8,17.2,139.0,543.0,9626.0,28.0,ESP-048,20.0
DEEPWATER-LSHIAK,4/4/2019,735.0,529.2,205.8,44.45,28.0,83.99,60.48,17.2,131.0,5744.0,9626.0,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,4/2/2021,1410.0,253.8,1156.2,22.5,82.0,88.65,15.96,16.9,57.0,565.0,9099.0,65.0,ESP-411,70.0
DEEPWATER-LSHIAK,30/6/2019,751.0,420.56,330.44,35.33,44.0,84.01,47.04,17.2,134.0,735.0,9626.0,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,30/3/2019,720.0,532.8,187.2,44.76,26.0,84.01,62.17,17.2,131.0,525.0,9626.0,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,3/6/2019,772.0,478.64,293.36,40.21,38.0,84.01,52.09,17.2,134.0,602.0,9626.0,30.0,ESP-048,20.0
DEEPWATER-LSHIAK,3/4/2019,717.0,530.58,186.42,44.57,26.0,84.0,62.16,17.2,131.0,574.0,9626.0,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,3/3/2019,752.0,601.6,150.4,50.53,20.0,83.99,67.19,17.2,131.0,415.0,,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,3/2/2021,1410.0,253.8,1156.2,22.5,82.0,89.0,15.96,17.0,57.0,565.0,9099.0,65.0,ESP-411,70.0
DEEPWATER-LSHIAK,29/7/2019,813.0,406.5,406.5,34.15,50.0,84.01,42.0,17.2,133.5,836.0,9626.0,36.0,ESP-048,20.0
DEEPWATER-LSHIAK,29/5/2021,852.0,110.76,741.24,9.3,87.0,83.97,10.92,16.9,54.0,722.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,28/8/2019,722.12,351.57,370.55,25.58,51.31,72.74,0.0,17.2,,,,,ESP-100,99.32
DEEPWATER-LSHIAK,28/6/2020,460.89,106.81,354.07,6.21,64.7,82.03,0.0,17.4,,,,,ESP-100,25.15
DEEPWATER-LSHIAK,28/5/2019,758.0,530.6,227.4,42.92,30.0,80.89,56.62,17.2,139.0,570.0,9626.0,30.0,ESP-048,20.0
DEEPWATER-LSHIAK,28/3/2021,828.0,149.04,678.96,12.52,82.0,84.0,15.12,16.9,54.0,678.0,9099.0,61.0,ESP-411,40.0
DEEPWATER-LSHIAK,28/2/2019,790.0,632.0,158.0,53.09,20.0,84.0,67.2,17.2,131.0,422.0,,31.0,ESP-048,50.0
DEEPWATER-LSHIAK,28/12/2020,1410.0,267.9,1142.1,22.5,81.0,83.99,15.96,17.0,57.0,582.0,9099.0,65.0,ESP-411,70.0
DEEPWATER-LSHIAK,26/5/2021,852.0,110.76,741.24,9.3,87.0,83.97,10.92,16.9,54.0,722.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,26/4/2019,736.0,515.2,220.8,43.28,30.0,84.01,58.8,17.2,134.0,569.0,9626.0,28.0,ESP-048,20.0
DEEPWATER-LSHIAK,26/12/2020,1413.0,211.95,1201.05,17.8,85.0,83.98,12.6,17.0,57.0,583.0,9099.0,65.0,ESP-411,100.0
DEEPWATER-LSHIAK,25/8/2019,685.0,308.25,376.75,25.89,55.0,83.99,37.8,17.2,133.0,600.0,9626.0,36.0,ESP-048,20.0
DEEPWATER-LSHIAK,25/4/2021,835.0,108.55,726.45,9.12,87.0,84.02,10.92,16.9,54.0,717.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,25/3/2021,948.0,170.64,777.36,14.33,82.0,83.98,15.12,16.9,56.0,636.0,9099.0,61.0,ESP-411,40.0
DEEPWATER-LSHIAK,25/2/2019,792.0,633.6,158.4,53.22,20.0,84.0,67.2,17.2,131.0,540.0,,31.0,ESP-048,50.0
DEEPWATER-LSHIAK,25/12/2020,1460.0,175.2,1284.8,13.49,88.0,77.0,9.24,17.0,57.0,593.0,9099.0,65.2,ESP-411,70.0
DEEPWATER-LSHIAK,24/5/2019,730.0,511.0,219.0,42.92,30.0,83.99,58.79,17.2,139.0,551.0,9626.0,30.0,ESP-048,20.0
DEEPWATER-LSHIAK,24/4/2021,835.0,108.55,726.45,12.49,87.0,115.06,14.96,16.9,54.0,717.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,24/3/2019,720.0,532.8,187.2,44.76,26.0,84.01,62.17,17.2,131.0,430.0,9626.0,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,24/2/2021,1388.0,249.84,1138.16,20.99,82.0,84.01,15.12,16.9,57.0,552.0,9099.0,64.0,ESP-411,70.0
DEEPWATER-LSHIAK,23/9/2019,200.0,90.0,110.0,7.56,55.0,84.0,37.8,17.2,128.0,318.0,9626.0,17.0,ESP-048,18.0
DEEPWATER-LSHIAK,23/8/2019,670.0,301.5,368.5,25.33,55.0,84.01,37.81,17.2,133.0,598.0,9626.0,36.0,ESP-048,20.0
DEEPWATER-LSHIAK,23/5/2021,852.0,110.76,741.24,9.3,87.0,83.97,10.92,16.9,54.0,722.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,23/3/2019,748.8,598.0,150.8,50.23,20.14,84.0,67.08,17.2,131.0,423.0,9626.0,30.0,ESP-048,20.0
DEEPWATER-LSHIAK,22/8/2019,707.97,351.81,356.17,25.38,50.31,72.14,0.0,17.2,,,,,ESP-100,97.76
DEEPWATER-LSHIAK,22/6/2019,767.0,460.2,306.8,38.66,40.0,84.01,50.4,17.2,134.0,741.0,9626.0,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,22/12/2020,1082.0,43.28,1038.72,3.64,96.0,84.1,3.36,17.0,53.0,840.0,9099.0,55.0,ESP-411,160.0
DEEPWATER-LSHIAK,21/9/2019,334.0,150.3,183.7,12.63,55.0,84.03,37.81,17.2,129.0,305.0,9626.0,26.0,ESP-048,18.0
DEEPWATER-LSHIAK,21/12/2018,788.0,661.92,126.08,55.6,16.0,84.0,70.56,17.2,132.0,570.0,,31.0,ESP-048,58.0
DEEPWATER-LSHIAK,21/1/2021,1410.0,267.9,1142.1,22.5,81.0,83.99,15.96,17.0,57.0,561.0,9099.0,65.0,ESP-411,70.0
DEEPWATER-LSHIAK,21/1/2019,796.0,668.64,127.36,56.17,16.0,84.01,70.57,17.2,305.0,535.0,,32.0,ESP-048,50.0
DEEPWATER-LSHIAK,20/8/2019,670.0,301.5,368.5,25.33,55.0,84.01,37.81,17.2,133.0,605.0,9626.0,36.0,ESP-048,20.0
DEEPWATER-LSHIAK,20/7/2019,813.0,406.5,406.5,34.15,50.0,84010.0,42000.0,17.2,133.5,836.0,9626.0,36.0,ESP-048,20.0
DEEPWATER-LSHIAK,20/2/2019,853.46,692.54,160.92,54.33,18.86,78.47,0.0,14.93,,,,,ESP-100,34.89
DEEPWATER-LSHIAK,20/2/2019,795.0,667.8,127.2,56.1,16.0,84.01,70.57,17.2,131.0,546.0,,33.0,ESP-048,50.0
DEEPWATER-LSHIAK,20/12/2020,994.0,69.58,924.42,5.85,93.0,84.08,5.89,17.0,51.5,813.0,9099.0,55.0,ESP-411,160.0
DEEPWATER-LSHIAK,2/2/2019,797.0,669.48,127.52,56.24,16.0,84.01,70.56,17.2,131.0,533.0,,32.0,ESP-048,50.0
DEEPWATER-LSHIAK,19/6/2019,780.0,483.6,296.4,40.62,38.0,84.0,52.08,17.2,134.0,730.0,9626.0,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,19/12/2020,870.0,87.0,783.0,7.31,90.0,84.02,8.4,17.0,55.5,828.0,9099.0,55.0,ESP-411,160.0
DEEPWATER-LSHIAK,19/12/2018,788.0,661.92,126.08,55.6,16.0,84.0,70.56,17.2,132.0,570.0,,31.0,ESP-048,58.0
DEEPWATER-LSHIAK,19/12/2018,765.54,645.39,120.16,56.46,15.7,87.45,0.0,17.7,,,,,ESP-100,67.72
DEEPWATER-LSHIAK,18/9/2019,456.0,205.2,250.8,17.24,55.0,84.02,37.81,17.2,130.0,307.0,9626.0,34.0,ESP-048,20.0
DEEPWATER-LSHIAK,18/7/2019,760.0,425.6,334.4,35.75,44.0,84.0,47.04,17.2,134.0,825.0,9626.0,36.0,ESP-048,20.0
DEEPWATER-LSHIAK,18/3/2019,754.0,603.2,150.8,50.67,20.0,84.0,67.2,17.2,131.0,423.0,9626.0,30.0,ESP-048,20.0
DEEPWATER-LSHIAK,18/12/2020,820.0,90.2,729.8,7.58,89.0,84.04,9.24,17.2,49.0,800.0,9626.0,53.0,ESP-411,180.0
DEEPWATER-LSHIAK,17/7/2019,604.27,599.58,4.69,95.63,0.78,159.51,0.0,25.0,,,,,ESP-100,101.13
DEEPWATER-LSHIAK,17/5/2019,735.0,514.5,220.5,43.22,30.0,84.0,58.8,17.2,139.0,551.0,9626.0,30.0,ESP-048,20.0
DEEPWATER-LSHIAK,17/4/2021,826.0,148.68,677.32,12.49,82.0,84.01,15.12,16.9,54.0,706.0,9099.0,58.0,ESP-411,80.0
DEEPWATER-LSHIAK,17/12/2018,815.45,664.98,150.48,51.86,18.45,78.02,0.0,17.7,,,,,ESP-100,48.42
DEEPWATER-LSHIAK,17/12/2018,788.0,724.96,63.04,60.9,8.0,84.0,77.28,17.2,132.0,523.0,,34.0,ESP-048,58.0
DEEPWATER-LSHIAK,16/7/2019,815.76,514.78,300.99,42.8,36.9,83.16,0.0,16.8,,,,,ESP-100,99.33
DEEPWATER-LSHIAK,16/3/2019,754.0,603.2,150.8,50.67,20.0,84.0,67.2,17.2,131.0,423.0,,30.0,ESP-048,20.0
DEEPWATER-LSHIAK,16/12/2018,792.86,703.97,88.89,50.65,11.19,71.84,0.0,17.8,,,,,ESP-100,58.69
DEEPWATER-LSHIAK,16/12/2018,788.0,748.6,39.4,62.88,5.0,84.0,79.8,17.2,132.0,516.0,,33.0,ESP-048,36.0
DEEPWATER-LSHIAK,15/2/2021,1408.0,253.44,1154.56,21.29,82.0,84.0,15.12,16.9,57.0,554.0,9099.0,64.0,ESP-411,70.0
DEEPWATER-LSHIAK,15/12/2018,735.0,661.5,73.5,55.57,10.0,84.01,75.61,21.6,130.0,545.0,,32.0,ESP-048,60.0
DEEPWATER-LSHIAK,14/9/2019,682.0,306.9,375.1,25.78,55.0,84.0,37.8,17.2,133.0,598.0,9626.0,34.0,ESP-048,20.0
DEEPWATER-LSHIAK,14/6/2021,852.0,85.2,766.8,9.3,90.0,109.15,10.92,16.9,54.0,737.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,14/6/2019,772.0,478.64,293.36,40.21,38.0,84.01,52.09,17.2,134.0,608.0,9626.0,31.0,ESP-048,20.0
DEEPWATER-LSHIAK,14/5/2021,848.0,110.24,737.76,25.25,87.0,229.05,29.78,16.9,54.0,726.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,14/5/2019,772.49,543.28,229.22,11.58,29.67,21.31,0.0,17.7,,,,,ESP-100,9.86
DEEPWATER-LSHIAK,14/4/2019,736.0,529.92,206.08,44.51,28.0,83.99,60.48,17.2,134.0,569.0,9626.0,28.0,ESP-048,20.0
DEEPWATER-LSHIAK,14/2/2019,796.0,668.64,127.36,56.17,16.0,84.01,70.57,17.2,,,,33.0,ESP-048,50.0
DEEPWATER-LSHIAK,13/8/2019,795.0,357.75,437.25,30.05,55.0,84.0,37.8,17.2,133.0,800.0,9626.0,36.0,ESP-048,20.0
DEEPWATER-LSHIAK,13/6/2021,852.0,85.2,766.8,9.3,90.0,109.15,10.92,16.9,54.0,737.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,13/3/2019,782.96,591.03,191.92,34.94,24.51,59.11,0.0,17.5,,,,,ESP-100,96.59
DEEPWATER-LSHIAK,11/9/2019,463.45,213.95,249.5,8.32,53.84,38.8,0.0,17.2,,,,,ESP-100,92.16
DEEPWATER-LSHIAK,10/7/2019,750.0,420.0,330.0,35.28,44.0,84.0,47.04,17.2,134.0,720.0,9626.0,32.0,ESP-048,20.0
DEEPWATER-LSHIAK,10/11/2020,1117.13,292.83,824.3,19.68,73.74,67.56,0.0,17.7,,,,,ESP-100,16.75
DEEPWATER-LSHIAK,10/1/2021,1179.94,236.15,943.8,8.51,79.73,34.02,0.0,17.7,,,,,ESP-100,22.91
DEEPWATER-LSHIAK,1/8/2019,1519.21,1469.47,49.75,126.37,3.27,85.99,0.0,27.1,,,,,ESP-100,114.61
DEEPWATER-LSHIAK,1/7/2021,862.0,86.2,775.8,19.74,90.0,229.0,22.9,16.9,54.0,741.0,9099.0,59.0,ESP-411,80.0
DEEPWATER-LSHIAK,1/6/2019,758.0,469.96,288.04,39.48,38.0,84.01,52.08,17.2,134.0,610.0,9626.0,30.0,ESP-048,20.0
DEEPWATER-M24OXR,9/7/2018,741.0,666.9,74.1,152.72,10.0,229.0,206.1,24.2,66.5,590.0,9901.0,27.0,ESP-044,40.0
DEEPWATER-M24OXR,9/3/2018,826.0,743.4,82.6,170.24,10.0,229.0,206.1,24.2,66.5,589.0,9901.0,27.0,ESP-044,35.0
DEEPWATER-M24OXR,9/2/2019,1010.0,949.4,60.6,217.41,6.0,229.0,215.26,24.2,77.5,510.0,9901.0,37.0,ESP-044,50.0
DEEPWATER-M24OXR,9/2/2018,741.0,666.9,74.1,152.72,10.0,229.0,206.1,24.2,66.5,593.0,9901.0,27.0,ESP-044,40.0
DEEPWATER-M24OXR,9/12/2018,986.0,887.4,98.6,203.22,10.0,229.01,206.11,24.2,74.5,488.0,9901.0,33.0,ESP-044,50.0
DEEPWATER-M24OXR,9/1/2020,781.0,304.59,476.41,69.75,61.0,229000.0,89310.0,24.2,55.0,435.0,9873.0,54.0,ESP-588,20.0
DEEPWATER-M24OXR,8/8/2019,1130.0,858.8,271.2,196.67,24.0,229.01,174.04,24.2,77.5,232.0,9901.0,36.0,ESP-044,65.0
DEEPWATER-M24OXR,8/7/2019,1144.0,1098.24,45.76,251.5,4.0,229.0,219.84,24.2,77.5,348.0,9901.0,36.0,ESP-044,70.0
DEEPWATER-M24OXR,8/6/2020,988.0,256.88,731.12,63.35,74.0,246.61,64.12,24.2,56.0,453.0,9873.0,60.0,ESP-588,
DEEPWATER-M24OXR,8/6/2017,240.0,220.8,19.2,50.56,8.0,228.99,210.67,24.2,,,,24.0,ESP-409,70.0
DEEPWATER-M24OXR,8/12/2020,785.0,133.45,651.55,29.68,83.0,222.41,37.81,24.2,56.0,540.0,9873.0,65.0,ESP-588,25.0
DEEPWATER-M24OXR,8/11/2019,844.0,362.92,481.08,83.11,57.0,229000.0,98470.0,24.2,55.0,365.0,9873.0,55.0,ESP-588,20.0
DEEPWATER-M24OXR,7/8/2020,974.0,224.02,749.98,51.3,77.0,229.0,52.67,24.2,56.0,550.0,9873.0,65.0,ESP-588,40.0
DEEPWATER-M24OXR,7/5/2021,750.0,135.0,615.0,30.92,82.0,229.04,41.23,24.2,56.0,566.0,9873.0,61.0,ESP-588,30.0
DEEPWATER-M24OXR,7/3/2020,781.0,304.59,476.41,69.75,61.0,229.0,89.31,24.2,56.0,362.0,9873.0,57.0,ESP-588,30.0
DEEPWATER-M24OXR,7/12/2018,948.0,853.2,94.8,195.38,10.0,229.0,206.1,24.2,73.5,498.0,9901.0,32.0,ESP-044,50.0
DEEPWATER-M24OXR,6/7/2020,980.0,235.2,744.8,53.86,76.0,229.0,54.96,24.2,56.0,552.0,9873.0,65.0,ESP-588,40.0
DEEPWATER-M24OXR,6/6/2019,1140.0,1094.4,45.6,250.62,4.0,229.0,219.84,24.2,77.5,396.0,9901.0,36.0,ESP-044,70.0
DEEPWATER-M24OXR,6/4/2018,736.0,662.4,73.6,151.69,10.0,229.0,206.1,24.2,66.5,618.0,9901.0,27.0,ESP-044,30.0
DEEPWATER-M24OXR,6/2/2020,762.0,297.18,464.82,68.05,61.0,228.99,89.3,24.2,55.0,421.0,9873.0,55.0,ESP-588,20.0
DEEPWATER-M24OXR,6/12/2017,619.0,563.29,55.71,128.99,9.0,228.99,208.38,24.2,62.5,627.0,9901.0,26.0,ESP-044,25.0
DEEPWATER-M24OXR,6/11/2020,830.0,132.8,697.2,30.41,84.0,228.99,36.64,24.2,56.0,526.0,9873.0,63.7,ESP-588,25.0
DEEPWATER-M24OXR,6/11/2019,844.0,362.92,481.08,83.11,57.0,229.0,98.47,24.2,55.0,365.0,9873.0,55.0,ESP-588,20.0
DEEPWATER-M24OXR,5/9/2019,1027.0,718.9,308.1,164.63,30.0,229.0,160.3,24.2,77.5,253.0,9901.0,37.0,ESP-044,65.0
DEEPWATER-M24OXR,5/8/2019,1130.0,926.6,203.4,212.19,18.0,229.0,187.78,24.2,77.5,229.0,9901.0,36.0,ESP-044,70.0
